Protocol,Model,TotalExtracted,TotalGT,Matched,UnmatchedGT,UnmatchedExtracted,Precision,Recall,F1-Score
PPTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,36,19,14,5,22,0.389,0.737,0.509
PPTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,29,19,14,5,15,0.483,0.737,0.583
PPTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,33,19,13,6,20,0.394,0.684,0.5
PPTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,35,19,15,4,20,0.429,0.789,0.556
PPTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,28,19,12,7,16,0.429,0.632,0.511
RTSP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,48,33,3,30,45,0.062,0.091,0.074
RTSP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,80,33,26,7,54,0.325,0.788,0.46
RTSP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,222,33,29,4,193,0.131,0.879,0.227
RTSP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,58,33,26,7,32,0.448,0.788,0.571
RTSP,qwen3.5_27b_qwen_think_ollama_json_schema_output,72,33,33,0,39,0.458,1.0,0.629
RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,47,33,19,14,28,0.404,0.576,0.475
RTSP,qwen3.5_9b_qwen_think_ollama_json_schema_output,46,33,19,14,27,0.413,0.576,0.481
RTSP,qwq_32b_qwq_reasoning_ollama_json_schema_output,25,33,4,29,21,0.16,0.121,0.138
SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,58,20,0,20,58,0.0,0.0,0.0
SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,115,20,0,20,115,0.0,0.0,0.0
SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,256,20,13,7,243,0.051,0.65,0.094
SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,59,20,12,8,47,0.203,0.6,0.304
SIP,qwen3.5_27b_qwen_think_ollama_json_schema_output,49,20,14,6,35,0.286,0.7,0.406
SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,23,20,12,8,11,0.522,0.6,0.558
SIP,qwen3.5_9b_qwen_think_ollama_json_schema_output,45,20,15,5,30,0.333,0.75,0.462
SIP,qwq_32b_qwq_reasoning_ollama_json_schema_output,43,20,12,8,31,0.279,0.6,0.381
SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,33,22,1,21,32,0.03,0.045,0.036
SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,114,22,1,21,113,0.009,0.045,0.015
SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,144,22,2,20,142,0.014,0.091,0.024
SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,35,22,0,22,35,0.0,0.0,0.0
SMTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,29,22,3,19,26,0.103,0.136,0.118
SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,22,22,1,21,21,0.045,0.045,0.045
SMTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,26,22,1,21,25,0.038,0.045,0.042
SMTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,14,22,1,21,13,0.071,0.045,0.056
TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,57,20,10,10,47,0.175,0.5,0.26
TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,103,20,10,10,93,0.097,0.5,0.163
TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,128,20,14,6,114,0.109,0.7,0.189
TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,145,20,15,5,130,0.103,0.75,0.182
TCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,145,20,16,4,129,0.11,0.8,0.194
TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,162,20,13,7,149,0.08,0.65,0.143
TCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,64,20,8,12,56,0.125,0.4,0.19
TCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,140,20,14,6,126,0.1,0.7,0.175
