Protocol,Model,TotalExtracted,TotalGT,Matched,UnmatchedGT,UnmatchedExtracted,Precision,Recall,F1-Score
RTSP,qwen3.5_27b_qwen_no_think_tagged_json_output,0,33,0,33,0,0.0,0.0,0.0
RTSP,qwen3.5_9b_qwen_no_think_ollama_json_output,0,33,0,33,0,0.0,0.0,0.0
RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,28,33,18,15,10,0.643,0.545,0.59
RTSP,qwen3.5_9b_qwen_no_think_tagged_json_output,0,33,0,33,0,0.0,0.0,0.0
SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_output,41,20,5,15,36,0.122,0.25,0.164
SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,40,20,8,12,32,0.2,0.4,0.267
SIP,gemma3_12b_gemma_mistral_no_think_tagged_json_output,45,20,9,11,36,0.2,0.45,0.277
SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_output,136,20,9,11,127,0.066,0.45,0.115
SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,136,20,9,11,127,0.066,0.45,0.115
SIP,gemma3_27b_gemma_mistral_no_think_tagged_json_output,0,20,0,20,0,0.0,0.0,0.0
SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_output,148,20,18,2,130,0.122,0.9,0.214
SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,148,20,18,2,130,0.122,0.9,0.214
SIP,mistral-small3.1_24b_gemma_mistral_no_think_tagged_json_output,325,20,13,7,312,0.04,0.65,0.075
SIP,qwen3.5_27b_qwen_no_think_ollama_json_output,83,20,20,0,63,0.241,1.0,0.388
SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,94,20,20,0,74,0.213,1.0,0.351
SIP,qwen3.5_27b_qwen_no_think_tagged_json_output,90,20,20,0,70,0.222,1.0,0.364
SIP,qwen3.5_9b_qwen_no_think_ollama_json_output,0,20,0,20,0,0.0,0.0,0.0
SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,16,20,10,10,6,0.625,0.5,0.556
SIP,qwen3.5_9b_qwen_no_think_tagged_json_output,0,20,0,20,0,0.0,0.0,0.0
