Split Method,Protocol,Model,Common Condition,State Precision,State Recall,State F1,Exact Transition Precision,Exact Transition Recall,Exact Transition F1,Partial Transition Precision,Partial Transition Recall,Partial Transition F1
Fixed Token Splitting,PPP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.833,1.0,0.909,0.053,0.222,0.085,0.079,0.333,0.128
Fixed Token Splitting,PPTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.381,0.889,0.533,0.5,0.632,0.558,0.5,0.632,0.558
Fixed Token Splitting,PPTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.6,0.667,0.632,0.433,0.684,0.531,0.433,0.684,0.531
Fixed Token Splitting,PPTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.438,0.778,0.56,0.341,0.737,0.467,0.341,0.737,0.467
Fixed Token Splitting,PPTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.7,0.778,0.737,0.412,0.737,0.528,0.412,0.737,0.528
Fixed Token Splitting,PPTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.875,0.778,0.824,0.448,0.684,0.542,0.448,0.684,0.542
Fixed Token Splitting,PPTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.778,0.778,0.778,0.5,0.632,0.558,0.458,0.579,0.512
Fixed Token Splitting,PPTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.875,0.778,0.824,0.5,0.737,0.596,0.5,0.737,0.596
Fixed Token Splitting,PPTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.8,0.889,0.842,0.522,0.632,0.571,0.565,0.684,0.619
Fixed Token Splitting,RTSP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,No,0.375,1.0,0.545,0.4,0.485,0.438,0.4,0.485,0.438
Fixed Token Splitting,RTSP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,No,0.094,1.0,0.171,0.235,0.727,0.356,0.245,0.758,0.37
Fixed Token Splitting,RTSP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,No,0.059,1.0,0.111,0.248,0.758,0.373,0.238,0.727,0.358
Fixed Token Splitting,RTSP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.2,1.0,0.333,0.406,0.788,0.536,0.375,0.727,0.495
Fixed Token Splitting,RTSP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.2,1.0,0.333,0.524,1.0,0.688,0.492,0.939,0.646
Fixed Token Splitting,RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.75,1.0,0.857,0.429,0.455,0.441,0.486,0.515,0.5
Fixed Token Splitting,RTSP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.125,0.03,0.049,0.125,0.03,0.049
Fixed Token Splitting,RTSP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.75,1.0,0.857,0.578,0.788,0.667,0.578,0.788,0.667
Fixed Token Splitting,SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,No,0.238,1.0,0.385,0.368,0.35,0.359,0.474,0.45,0.462
Fixed Token Splitting,SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,No,0.094,1.0,0.172,0.105,0.65,0.181,0.121,0.75,0.208
Fixed Token Splitting,SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,No,0.079,1.0,0.147,0.099,0.6,0.17,0.124,0.75,0.213
Fixed Token Splitting,SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.208,1.0,0.345,0.241,0.65,0.351,0.296,0.8,0.432
Fixed Token Splitting,SIP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.227,1.0,0.37,0.34,0.9,0.493,0.358,0.95,0.521
Fixed Token Splitting,SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.714,1.0,0.833,0.458,0.55,0.5,0.542,0.65,0.591
Fixed Token Splitting,SIP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.417,1.0,0.588,0.325,0.65,0.433,0.475,0.95,0.633
Fixed Token Splitting,SIP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.625,1.0,0.769,0.444,0.4,0.421,0.5,0.45,0.474
Fixed Token Splitting,SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,1.0,0.429,0.6,0.0,0.0,0.0,0.25,0.045,0.077
Fixed Token Splitting,SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.556,0.714,0.625,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.286,0.571,0.381,0.049,0.091,0.063,0.049,0.091,0.063
Fixed Token Splitting,SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.444,0.571,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,SMTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.5,0.714,0.588,0.034,0.045,0.039,0.034,0.045,0.039
Fixed Token Splitting,SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.5,0.143,0.222,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,SMTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,SMTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.909,0.909,0.909,0.185,0.25,0.213,0.259,0.35,0.298
Fixed Token Splitting,TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.385,0.909,0.541,0.097,0.5,0.163,0.117,0.6,0.195
Fixed Token Splitting,TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.833,0.909,0.87,0.143,0.6,0.231,0.155,0.65,0.25
Fixed Token Splitting,TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.714,0.909,0.8,0.121,0.8,0.211,0.121,0.8,0.211
Fixed Token Splitting,TCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.714,0.909,0.8,0.14,0.8,0.239,0.14,0.8,0.239
Fixed Token Splitting,TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.909,0.909,0.909,0.149,0.7,0.246,0.16,0.75,0.263
Fixed Token Splitting,TCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed Token Splitting,TCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.909,0.909,0.909,0.195,0.75,0.309,0.195,0.75,0.309
Recursive Section Splitting,BGP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.2,1.0,0.333,0.645,0.769,0.702,0.645,0.769,0.702
Recursive Section Splitting,BGP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.375,1.0,0.545,0.156,0.962,0.269,0.156,0.962,0.269
Recursive Section Splitting,BGP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.429,1.0,0.6,0.167,0.038,0.062,0.0,0.0,0.0
Recursive Section Splitting,BGP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.343,0.923,0.5,0.343,0.923,0.5
Recursive Section Splitting,BGP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.311,0.885,0.46,0.324,0.923,0.48
Recursive Section Splitting,BGP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.297,0.846,0.44,0.311,0.885,0.46
Recursive Section Splitting,BGP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.359,0.885,0.511,0.344,0.846,0.489
Recursive Section Splitting,BGP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,1.0,1.0,1.0,0.414,0.923,0.571,0.448,1.0,0.619
Recursive Section Splitting,DCCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.176,1.0,0.3,0.196,0.44,0.272,0.268,0.6,0.37
Recursive Section Splitting,DCCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.205,1.0,0.34,0.121,0.32,0.176,0.167,0.44,0.242
Recursive Section Splitting,DCCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.31,1.0,0.474,0.213,0.76,0.333,0.225,0.8,0.351
Recursive Section Splitting,DCCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.375,1.0,0.545,0.227,0.68,0.34,0.267,0.8,0.4
Recursive Section Splitting,DCCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.5,1.0,0.667,0.17,0.36,0.231,0.283,0.6,0.385
Recursive Section Splitting,DCCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.529,1.0,0.692,0.246,0.56,0.341,0.298,0.68,0.415
Recursive Section Splitting,DCCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.643,1.0,0.783,0.295,0.52,0.377,0.455,0.8,0.58
Recursive Section Splitting,DCCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.45,1.0,0.621,0.254,0.64,0.364,0.333,0.84,0.477
Recursive Section Splitting,DHCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,1.0,0.875,0.933,0.462,0.316,0.375,0.462,0.316,0.375
Recursive Section Splitting,DHCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.471,1.0,0.64,0.382,0.684,0.491,0.382,0.684,0.491
Recursive Section Splitting,DHCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.458,0.579,0.512,0.458,0.579,0.512
Recursive Section Splitting,DHCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.552,0.842,0.667,0.552,0.842,0.667
Recursive Section Splitting,DHCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.889,1.0,0.941,0.833,0.789,0.811,0.778,0.737,0.757
Recursive Section Splitting,DHCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,1.0,0.875,0.933,0.714,0.526,0.606,0.714,0.526,0.606
Recursive Section Splitting,DHCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,DHCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.889,1.0,0.941,0.419,0.684,0.52,0.387,0.632,0.48
Recursive Section Splitting,FTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.24,0.6,0.343,0.015,0.042,0.022,0.015,0.042,0.022
Recursive Section Splitting,FTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.152,0.5,0.233,0.0,0.0,0.0,0.013,0.083,0.023
Recursive Section Splitting,FTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.194,0.7,0.304,0.01,0.083,0.019,0.005,0.042,0.009
Recursive Section Splitting,FTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.263,0.5,0.345,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,FTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.25,0.2,0.222,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,FTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,FTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,FTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,IMAP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,IMAP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.227,1.0,0.37,0.056,0.636,0.102,0.056,0.636,0.102
Recursive Section Splitting,IMAP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.2,1.0,0.333,0.12,0.545,0.197,0.12,0.545,0.197
Recursive Section Splitting,IMAP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.364,0.8,0.5,0.145,0.727,0.242,0.145,0.727,0.242
Recursive Section Splitting,IMAP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.667,0.8,0.727,0.2,0.545,0.293,0.2,0.545,0.293
Recursive Section Splitting,IMAP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.5,0.8,0.615,0.091,0.364,0.145,0.091,0.364,0.145
Recursive Section Splitting,IMAP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.444,0.8,0.571,0.3,0.545,0.387,0.3,0.545,0.387
Recursive Section Splitting,IMAP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.333,1.0,0.5,0.087,0.545,0.15,0.087,0.545,0.15
Recursive Section Splitting,MQTT,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.25,0.75,0.375,0.045,0.118,0.066,0.045,0.118,0.066
Recursive Section Splitting,MQTT,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.818,0.75,0.783,0.121,0.235,0.16,0.152,0.294,0.2
Recursive Section Splitting,MQTT,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.255,1.0,0.407,0.061,0.176,0.091,0.122,0.353,0.182
Recursive Section Splitting,MQTT,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.429,0.25,0.316,0.167,0.059,0.087,0.167,0.059,0.087
Recursive Section Splitting,MQTT,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.667,0.167,0.267,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,MQTT,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.5,0.25,0.333,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,MQTT,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,MQTT,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.667,0.167,0.267,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,NNTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.259,0.7,0.378,0.04,0.125,0.061,0.04,0.125,0.061
Recursive Section Splitting,NNTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.381,0.8,0.516,0.031,0.188,0.053,0.021,0.125,0.035
Recursive Section Splitting,NNTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.256,1.0,0.408,0.022,0.125,0.038,0.022,0.125,0.038
Recursive Section Splitting,NNTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.294,0.5,0.37,0.048,0.188,0.077,0.048,0.188,0.077
Recursive Section Splitting,NNTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.5,0.4,0.444,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,NNTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.6,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,NNTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.333,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,NNTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.5,0.4,0.444,0.042,0.062,0.05,0.0,0.0,0.0
Recursive Section Splitting,POP3,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.3,1.0,0.462,0.119,0.278,0.167,0.262,0.611,0.367
Recursive Section Splitting,POP3,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.333,1.0,0.5,0.175,0.389,0.241,0.325,0.722,0.448
Recursive Section Splitting,POP3,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.333,1.0,0.5,0.074,0.111,0.089,0.259,0.389,0.311
Recursive Section Splitting,POP3,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.6,1.0,0.75,0.333,0.278,0.303,0.6,0.5,0.545
Recursive Section Splitting,POP3,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.125,0.056,0.077,0.25,0.111,0.154
Recursive Section Splitting,POP3,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.059,0.056,0.057,0.412,0.389,0.4
Recursive Section Splitting,POP3,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.111,0.182
Recursive Section Splitting,POP3,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.75,1.0,0.857,0.087,0.111,0.098,0.304,0.389,0.341
Recursive Section Splitting,PPP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.37,1.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,PPP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.667,1.0,0.8,0.047,0.222,0.077,0.078,0.37,0.128
Recursive Section Splitting,PPP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.5,1.0,0.667,0.034,0.185,0.057,0.116,0.63,0.195
Recursive Section Splitting,PPP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.476,1.0,0.645,0.047,0.259,0.08,0.141,0.778,0.239
Recursive Section Splitting,PPP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.556,1.0,0.714,0.037,0.185,0.062,0.134,0.667,0.224
Recursive Section Splitting,PPP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.5,0.8,0.615,0.038,0.148,0.061,0.038,0.148,0.061
Recursive Section Splitting,PPP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.571,0.8,0.667,0.062,0.037,0.047,0.188,0.111,0.14
Recursive Section Splitting,PPP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.233,1.0,0.377,0.035,0.185,0.058,0.042,0.222,0.07
Recursive Section Splitting,PPTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.333,0.667,0.444,0.438,0.368,0.4,0.438,0.368,0.4
Recursive Section Splitting,PPTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.375,0.667,0.48,0.256,0.526,0.345,0.256,0.526,0.345
Recursive Section Splitting,PPTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.35,0.778,0.483,0.245,0.684,0.361,0.208,0.579,0.306
Recursive Section Splitting,PPTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.533,0.889,0.667,0.389,0.737,0.509,0.361,0.684,0.473
Recursive Section Splitting,PPTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.875,0.778,0.824,0.483,0.737,0.583,0.448,0.684,0.542
Recursive Section Splitting,PPTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.875,0.778,0.824,0.394,0.684,0.5,0.394,0.684,0.5
Recursive Section Splitting,PPTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.875,0.778,0.824,0.429,0.789,0.556,0.4,0.737,0.519
Recursive Section Splitting,PPTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.727,0.889,0.8,0.429,0.632,0.511,0.429,0.632,0.511
Recursive Section Splitting,RTSP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,No,0.045,1.0,0.087,0.062,0.091,0.074,0.083,0.121,0.099
Recursive Section Splitting,RTSP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,No,0.067,1.0,0.125,0.325,0.788,0.46,0.312,0.758,0.442
Recursive Section Splitting,RTSP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,No,0.023,1.0,0.044,0.131,0.879,0.227,0.126,0.848,0.22
Recursive Section Splitting,RTSP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.231,1.0,0.375,0.448,0.788,0.571,0.448,0.788,0.571
Recursive Section Splitting,RTSP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.158,1.0,0.273,0.458,1.0,0.629,0.431,0.939,0.59
Recursive Section Splitting,RTSP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.75,1.0,0.857,0.404,0.576,0.475,0.447,0.636,0.525
Recursive Section Splitting,RTSP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.375,1.0,0.545,0.413,0.576,0.481,0.413,0.576,0.481
Recursive Section Splitting,RTSP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.25,1.0,0.4,0.16,0.121,0.138,0.2,0.152,0.172
Recursive Section Splitting,SIP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,No,0.008,0.2,0.015,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,SIP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,No,0.087,0.8,0.157,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,SIP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,No,0.014,1.0,0.027,0.051,0.65,0.094,0.062,0.8,0.116
Recursive Section Splitting,SIP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.217,1.0,0.357,0.203,0.6,0.304,0.254,0.75,0.38
Recursive Section Splitting,SIP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.312,1.0,0.476,0.286,0.7,0.406,0.327,0.8,0.464
Recursive Section Splitting,SIP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.5,1.0,0.667,0.522,0.6,0.558,0.609,0.7,0.651
Recursive Section Splitting,SIP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.357,1.0,0.526,0.333,0.75,0.462,0.422,0.95,0.585
Recursive Section Splitting,SIP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.217,1.0,0.357,0.279,0.6,0.381,0.372,0.8,0.508
Recursive Section Splitting,SMTP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.136,0.857,0.235,0.03,0.045,0.036,0.03,0.045,0.036
Recursive Section Splitting,SMTP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.128,0.714,0.217,0.009,0.045,0.015,0.009,0.045,0.015
Recursive Section Splitting,SMTP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.088,0.857,0.16,0.014,0.091,0.024,0.021,0.136,0.036
Recursive Section Splitting,SMTP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.444,0.571,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Recursive Section Splitting,SMTP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.417,0.714,0.526,0.103,0.136,0.118,0.103,0.136,0.118
Recursive Section Splitting,SMTP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.333,0.286,0.308,0.045,0.045,0.045,0.045,0.045,0.045
Recursive Section Splitting,SMTP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.375,0.429,0.4,0.038,0.045,0.042,0.077,0.091,0.083
Recursive Section Splitting,SMTP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.4,0.571,0.471,0.071,0.045,0.056,0.071,0.045,0.056
Recursive Section Splitting,TCP,gemma3_12b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.5,0.909,0.645,0.175,0.5,0.26,0.193,0.55,0.286
Recursive Section Splitting,TCP,gemma3_27b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.556,0.909,0.69,0.097,0.5,0.163,0.107,0.55,0.179
Recursive Section Splitting,TCP,mistral-small3.1_24b_gemma_mistral_no_think_ollama_json_schema_output,Yes,0.476,0.909,0.625,0.109,0.7,0.189,0.125,0.8,0.216
Recursive Section Splitting,TCP,qwen3.5_27b_qwen_no_think_ollama_json_schema_output,Yes,0.357,0.909,0.513,0.103,0.75,0.182,0.11,0.8,0.194
Recursive Section Splitting,TCP,qwen3.5_27b_qwen_think_ollama_json_schema_output,Yes,0.714,0.909,0.8,0.11,0.8,0.194,0.11,0.8,0.194
Recursive Section Splitting,TCP,qwen3.5_9b_qwen_no_think_ollama_json_schema_output,Yes,0.909,0.909,0.909,0.08,0.65,0.143,0.086,0.7,0.154
Recursive Section Splitting,TCP,qwen3.5_9b_qwen_think_ollama_json_schema_output,Yes,0.769,0.909,0.833,0.125,0.4,0.19,0.188,0.6,0.286
Recursive Section Splitting,TCP,qwq_32b_qwq_reasoning_ollama_json_schema_output,No,0.769,0.909,0.833,0.1,0.7,0.175,0.114,0.8,0.2
